,addresses,zip,lat,long
2822,16002 Nacogdoches Rd,78247-1001,29.586613,-98.360627
2823,3211 Leewood,78230-4901,29.516001,-98.545003
2824,7019 Washita Way,78256-2343,29.608326,-98.617926
2825,25675 Overlook Pkwy,78260-2506,29.681761,-98.457118
2826,223 Avondale Ave,77006-3241,29.745489,-95.384336
2827,7930 Flores St S,78221-2416,29.346673,-98.486634
2828,670 Ellor Dr,78228-5921,29.448927,-98.577696
2829,1114 Ellison Dr S,78245-1418,29.425748,-98.679263
2830,3242 Rock Creek Run,78230-3838,29.518357,-98.547828
2831,2027 Jennifer Dr,37814-5068,36.232668,-83.272808
2832,6810 King Henry,32208,30.409213,-81.706002
2833,118 Sharon Dr,27292-4949,35.801353,-80.232397
2834,4300 Commerce St W,78237-1624,29.430053,-98.546825
2835,11911 Ih 10 W,78249,29.57326,-98.5959
2836,310 Dartmoor Dr,97401-5728,44.066227,-123.0654
2837,12615 Judson Rd,78233-4104,29.554408,-98.356751
2838,5923 Fir Valley Dr,78242-1630,29.359961,-98.618579
2839,2334 Winning Colors,78248-2515,29.578021,-98.531163
2840,630 Ware Blvd,78221-1938,29.34894,-98.491038
2841,4403 Houston St E,78220-1608,29.424472,-98.40908
2842,8811 Jones Maltsberger Rd,78216,29.521767,-98.484383
2843,207 Oconee,27371,35.318811,-80.078414
2844,8900 Garnett Ave,78221,29.334626,-98.510823
2845,2606 Darwin,28303,35.099224,-78.964672
2846,102 Fordham,80911-2118,38.736891,-104.719979
2847,308 Kathy,19720-6748,39.652305,-75.628402
2848,2119 Chesterhill,78228-3612,29.457499,-98.592458
2849,215 Alexander Hamilton,78228-3223,29.466273,-98.54326
2850,1600 Trinity N,78207,29.434014,-98.517078
2851,13616 Primwood,78233-4972,29.565283,-98.37911
2852,4300 Houston St E,78220,29.424834,-98.412058
2853,6914 Martinique,76308-4933,33.862326,-98.517245
2854,7431 Elderberry,48130-9819,42.382956,-83.894872
2855,5700 Elm Valley,78028-7146,30.036579,-99.213977
2856,802 Cougar Country,78251-4048,29.440502,-98.699527
2857,519 Weizmann,78213-4643,29.492397,-98.512479
2858,242 Hillwood,48383-2956,42.643876,-83.508612
2859,127 Coronado,78014-2438,28.427872,-99.238024
2860,203 High Ave W,27260-4948,35.956253,-80.007931
2861,12422 Bret Spgs,78233-4604,29.553525,-98.362753
2862,5800 Gardenwood,78233-4418,29.571367,-98.375832
2863,6000 Ih 10 E,78219,29.441275,-98.371764
2864,1527 Sunshine W,78228-3800,29.469241,-98.572652
2865,1114 Onslow,78202,29.428554,-98.443861
2866,6061 De Zavala Rd,78249-2214,29.563029,-98.604851
2867,3210 Woodcrest Dr,78209-3138,29.502698,-98.43757
2868,2723 Lakehaven,78222-1635,29.395785,-98.377218
2869,3243 Rock Creek Run,78230-3835,29.518706,-98.547965
2870,1600 Sherman St,79605-4526,32.428512,-99.788973
2871,7100 Woodgate,78227-1937,29.418828,-98.630827
2872,1218 Mariposa W,92672-5129,33.425158,-117.624306
2873,8503 Huebner Rd,78240-1804,29.515935,-98.607582
2874,2630 Sally Gay,93625,36.62612,-119.668941
2875,8035 Culebra Rd,78251-1632,29.465681,-98.645808
2876,4700 Thousand Oaks,77625-5724,30.205927,-94.36781
2877,434 Stardust St,37821-2222,35.9707,-83.202505
2878,704 Milvid Ave,78211-2126,29.369771,-98.531962
2879,205 Dorsey,24901-1407,37.79688,-80.445316
2880,302 Kate Schenck Ave,78223-3310,29.361289,-98.43118
2881,207 High Ave W,27260-4948,35.956216,-80.008001
2882,6305 Cagnon Rd,78252,29.369882,-98.707294
2883,1703 Donaldson Ave,78228-3028,29.465335,-98.557479
2884,8600 Mission Pkwy,78223,29.340658,-98.458851
2885,225 Briggs Ave,50668-7718,42.702079,-92.222601
2886,6305 Cagnon Rd,78252,29.369882,-98.707294
2887,2700 Hunt Ln,72701-8049,36.033601,-94.09266
2888,1703 Donaldson Ave,78228-3028,29.465335,-98.557479
2889,7900 Us Hwy 281 N,78070-5630,29.852347,-98.407811
2890,1613 Patricia Dr,56301-7902,45.542044,-94.182241
2891,600 Devine Rd,40330-9466,37.753271,-84.965771
2892,7515 Robin Rest Dr,78209-3135,29.502112,-98.436296
2893,4400 Dividend Dr,78219-2639,29.440942,-98.409279
2894,1300 Del Lago Pkwy,78221-3172,29.304008,-98.476556
2895,7600 Jones Maltsberger Rd,78209,29.502775,-98.481743
2896,6075 Ih 10 E,78219-4502,29.443566,-98.366555
2897,7523 Buckboard,79336,33.584804,-102.494197
2898,1127 Rayburn Dr,78221-1450,29.357782,-98.524353
2899,4601 Schertz Rd,78233,29.541617,-98.401162
2900,5219 De Zavala Rd,78249-1712,29.564485,-98.587078
2901,2922 Blanco Rd,78212-1813,29.473711,-98.507866
2902,3314 Scenic Ln,78230-3455,29.538333,-98.549043
2903,263 Harwood,72112,35.603231,-91.256641
2904,300 Kings Ct,V3H 1T5,49.284392,-122.874259
2905,14027 Dublin Square,78217-1601,29.568355,-98.412979
2906,7515 Robin Rest Dr,78209-3135,29.502112,-98.436296
2907,1119 Garraty Rd,78209-6014,29.474917,-98.437909
2908,9100 Powhatan,78230-4446,29.521298,-98.547119
2909,100 Arrowhead,76442-4666,31.98534,-98.497178
2910,1602 Basse Rd,78213-4602,29.488562,-98.509247
2911,2214 Andros Place,78227-2934,29.409103,-98.625205
2912,219 Warwich,55090-4300,45.050916,-92.955982
2913,5500 Midcrown Dr E,78218-6071,29.492956,-98.382532
2914,211 Lemonwood Dr,28532-9790,34.919334,-76.78632
2915,1300 Ervin,77573-6778,29.468922,-95.106306
2916,12819 St Leger,12819,43.609297,-73.469863
2917,485 Quentin Roosevelt Rd,78226-1845,29.375484,-98.560748
2918,200 34Th St Nw,73065-3606,35.295787,-97.602559
2919,2600 Ezell,75801-7610,31.768105,-95.631297
2920,1470 Austin Hwy,78209-4338,29.493284,-98.434574
2921,1602 San Francisco,78201-4334,29.468763,-98.520929
2922,915 Shearer,78201-3736,29.469169,-98.534217
2923,109 Dover Rd,43140-1606,39.89237,-83.435712
2924,3847 Thousand Oaks,77625,30.205927,-94.36781
2925,12300 Independence Ave,55378-1026,44.779913,-93.397986
2926,1400 Craig Place W,78201-5540,29.452037,-98.517239
2927,2600 Harry Wurzbach,78209-5056,29.49058,-98.431421
2928,10334 Oasis,84738-5096,37.157675,-113.667173
2929,5830 Lubbers Way,78242-2934,29.338258,-98.611525
2930,11333 Mission Trace,78230-2138,29.546723,-98.557604
2931,14738 Highland Ridge,78233-3858,29.578742,-98.355428
2932,410 Amanda,71486-4280,31.522919,-93.703023
2933,427 Glenn E,78204-2742,29.390466,-98.499816
2934,319 Quentin Dr,78201-3733,29.468643,-98.535111
2935,8446 Vidor,78216-6043,29.515429,-98.472677
2936,204 Frank Luke Dr,71203-6768,32.557449,-92.00401
2937,1019 Mt Riga,,41.994701,-73.514999
2938,600 Oblate,78572-5350,26.211181,-98.322987
2939,2006 Fitch,92614,33.696227,-117.858417
2940,5300 Fredericksburg Rd,78229-3502,29.504596,-98.561821
2941,4200 Stockbridge,84054,40.851619,-111.935696
2942,7400 Barlite Blvd,78224-1308,29.352988,-98.546589
2943,13815 Parksite Woods,78249-1822,29.572045,-98.574972
2944,3823 Spear St,18020-3447,40.655116,-75.323307
2945,1515 Contour W,78212-1238,29.486475,-98.496462
2946,12924 Park Crossing,78217-1617,29.559557,-98.415627
2947,735 Avondale Ave,78223-2265,29.37065,-98.453245
2948,8114 Hoovers Bend,78250-3606,29.522885,-98.685222
2949,228 Morningview,48195-7312,42.227044,-83.20834
2950,6785 Cagnon Rd,78252,29.364406,-98.707278
2951,3439 Roosevelt Ave,78214-2605,29.357523,-98.481261
2952,1102 Yucca,79536-7015,32.459129,-100.016767
2953,1017 Mulberry Ave E,78209-7022,29.454046,-98.470762
2954,1800 Wheatley Ave,78220,29.406441,-98.424998
2955,500 St Agatha,37322,35.428496,-84.939667
2956,1602 Hedges,77951,28.648098,-96.886119
2957,5014 Prue Rd,78240-1337,29.543667,-98.582211
2958,307 Spofford,78208-1542,29.439355,-98.463195
2959,1707 Hermine Blvd,78201-2322,29.482567,-98.522791
2960,7322 Jones Maltsberger Rd,78209-1870,29.497758,-98.480447
2961,7860 Micron Dr,78251-2432,29.460952,-98.648199
2962,900 General Mcmullen N,78228,29.448645,-98.551655
2963,238 Cicero,92606,33.692121,-117.810053
2964,1631 Harness Ln,78227-1607,29.416369,-98.647051
2965,914 Alamo St S,78205-3419,29.415037,-98.490036
2966,914 36Th St Nw,78228-5935,29.441467,-98.57065
2967,4100 Diamondhead Dr,78218-3421,29.495715,-98.414009
2968,10014 Broadway,46307-7835,41.438994,-87.335549
2969,3400 Oakdale,49060-9318,42.401001,-85.399074
2970,7803 Melbury Forest,78239-3202,29.505129,-98.365324
2971,7426 Quail Run,45069-1015,39.36868,-84.438281
2972,615 Amber E,78221-2404,29.345156,-98.486533
2973,710 36Th St Nw,73118-7317,35.507802,-97.524596
2974,12202 Bulverde Rd,78217-2306,29.551826,-98.41251
2975,700 Barclay,59847-9603,46.764969,-114.091173
2976,12208 Bulverde Rd,78217-2306,29.552435,-98.412114
2977,4400 Evans Rd E,85032-5536,33.618212,-111.986552
2978,1400 Currency,78219-2610,29.442746,-98.416415
2979,203 Loop 410 Sw,78245-2167,29.438244,-98.642889
2980,5251 Timberhill Dr,78238-3531,29.482848,-98.629521
2981,8307 Quail Creek Dr,78218-1504,29.513454,-98.416168
2982,6014 Lake Kemp,78380-6143,27.854307,-97.661737
2983,2200 Martin St W,34741-6243,28.282542,-81.426575
2984,115 Mimosa Dr,30214-1729,33.45428,-84.440568
2985,12801 Wetmore Rd,78247-3628,29.556821,-98.425554
2986,15000 Country Morning,78114-9775,29.15916,-98.338292
2987,115 Mimosa Dr,30214-1729,33.45428,-84.440568
2988,6903 Border Brook,78238-4014,29.471018,-98.62766
2989,16800 Judson Rd,78247,29.594247,-98.382201
2990,13403 Babcock Rd,78249-1949,29.569693,-98.631442
2991,7402 Westrock Dr,78227-2700,29.403715,-98.635749
2992,131 Amber W,78221-2706,29.344665,-98.505169
2993,5627 Culebra Rd,78228-5625,29.448509,-98.597194
2994,3 Ferris Creek,78254-5599,29.537904,-98.663706
2995,2004 23Rd St,50536-2346,43.098986,-94.676656
2996,1900 Lennon Ave,48236-1615,42.441917,-82.908358
2997,3487 Fredericksburg Rd,78201-3848,29.476768,-98.538279
2998,7518 Cartwheel Ln,78227-2776,29.406466,-98.638547
2999,4622 Hackberry St S,78223-1101,29.376397,-98.473406
3000,6785 Cagnon Rd,78252,29.364406,-98.707278
3001,6305 Cagnon Rd,78252,29.369882,-98.707294
3002,200 Burr Rd,11725-1810,40.849453,-73.310603
3003,430 Koehler Ct,78223-2917,29.366426,-98.459186
3004,5909 Royalgate Dr,78242-1100,29.373643,-98.609986
3005,7314 Desilu Dr,78240-2320,29.504874,-98.596283
3006,300 Shrine,33133-2624,25.745947,-80.213433
3007,6043 Stillwater Dr,78238-2740,29.490176,-98.636532
3008,7400 Louisa Allen,77356,30.38805,-95.698144
3009,222 Spriggsdale,78220-1118,29.417952,-98.439364
3010,9520 Kriewald Rd,78245-9504,29.390549,-98.671972
3011,1200 Ruiz St,78572-4770,26.230912,-98.384934
3012,975 Rice Rd,78220-3523,29.409104,-98.400554
3013,7539 Pipers Creek,78251-1414,29.466466,-98.639366
3014,9000 Adams Hill Dr,78245,29.410457,-98.663926
3015,6305 Cagnon Rd,78252,29.369882,-98.707294
3016,7539 Pipers Creek,78251-1414,29.466466,-98.639366
3017,1500 Beconsfield,78216-2930,29.55482,-98.472125
3018,700 Cedarhurst Dr,K9J 0C5,44.349525,-78.408706
3019,4934 Woodstone,78028-3835,30.073231,-99.172672
3020,5100 John D Ryan,78245-3501,29.383648,-98.734965
3021,6785 Cagnon Rd,78252,29.364406,-98.707278
3022,7322 Jones Maltsberger Rd,78209-1870,29.497758,-98.480447
3023,9055 Marbach Rd,78245-1809,29.417851,-98.662553
3024,4119 Spotswood,78230-1643,29.545584,-98.569443
3025,615 Theo Ave E,78210,29.390124,-98.497418
3026,100 Reefridge,78242,29.369421,-98.61909
3027,11955 Parliament,48095,42.760868,-83.054551
3028,8030 Campfire,79936-3791,31.77621,-106.284707
3029,7539 Pipers Creek,78251-1414,29.466466,-98.639366
3030,7434 Westshire Dr,78227-2771,29.411549,-98.638419
3031,5315 Gawain,78218-2104,29.507018,-98.383986
3032,182 Reefridge,78242,29.369449,-98.619063
3033,615 Theo Ave E,78210,29.390124,-98.497418
3034,7930 Flores St S,78221-2416,29.346673,-98.486634
3035,300 Augusta,78006-6146,29.848575,-98.608079
3036,200 Moursund Blvd,78221,29.334617,-98.503825
3037,6175 Old Pearsall Rd,78242-2613,29.343401,-98.618246
3038,300 Merrimac,92620-2538,33.717065,-117.766229
3039,8530 Village Dr,78217-5504,29.51731,-98.427155
3040,6200 Ih 10 E,78219,29.445805,-98.357205
3041,200 Burr Rd,11725-1810,40.849453,-73.310603
3042,5601 Bandera Rd,78238-1916,29.480708,-98.595014
3043,914 36Th St Nw,78228-5935,29.441467,-98.57065
3044,355 Wayside,76705-5388,31.677817,-97.130878
3045,1375 Fenfield,78211-3468,29.363302,-98.56722
3046,7902 Westshire Dr,78227-2644,29.411771,-98.643073
3047,7710 Northway,53129,42.944564,-88.003415
3048,1227 Memorial St,78228-6155,29.446421,-98.5633
3049,803 Loop 410 Nw,78216-5614,29.520921,-98.50554
3050,100 Marion,23188-9120,37.280557,-76.777513
3051,2167 Loop 410 Ne,78217-4600,29.516333,-98.426159
3052,2015 Beechaven,78207-7302,29.406506,-98.534991
3053,1500 Perez St,77414-3038,28.99347,-95.972816
3054,107 Parmly,78211-3413,29.360489,-98.563692
3055,200 Moursund Blvd,78221,29.334617,-98.503825
3056,200 Oakcrest Ave,M4C 1C2,43.685363,-79.304734
3057,300 Nunes St,78225,29.389488,-98.518695
3058,400 General Mcmullen N,78237-1526,29.436371,-98.553274
3059,1500 Memorial St,77563,29.357105,-95.007955
3060,2522 Menchaca,78114,29.06314,-98.112222
3061,4700 Commerce St W,33616,27.867181,-82.526138
3062,430 Bundy,78220-2304,29.415934,-98.425631
3063,15415 Red Robin Rd,78255-1222,29.588365,-98.643624
3064,225 Mt Vernon Ct,78223-2053,29.372949,-98.47092
3065,16626 Us Hwy 281 N,57424-6106,44.980388,-98.513352
3066,4903 Farmsfield,78240-5448,29.52407,-98.585026
3067,10500 Pleasanton Rd,78221,29.313367,-98.501968
3068,1100 Mulberry Ave E,78209-7025,29.453965,-98.470609
3069,1119 Arroya Vista Dr,78213-3704,29.501718,-98.511009
3070,703 Mission Rd,78210-4526,29.39213,-98.492208
3071,121 Eleanor,63050,38.230244,-90.602508
3072,7930 Flores St S,78221-2416,29.346673,-98.486634
3073,9418 Dover Rdg,78250,29.508854,-98.669805
3074,5120 Service Center Dr,78218-5513,29.475577,-98.391708
3075,1221 Shadwell,92620-3259,33.709176,-117.778455
3076,800 Hanover,62245-1902,38.557348,-89.535368
3077,506 Shadwell,92620-3258,33.709176,-117.778455
3078,3141 Culebra Rd,78228-6001,29.448773,-98.562479
3079,735 Avondale Ave,78223-2265,29.37065,-98.453245
3080,120 Pardo Cir,78228-5025,29.461577,-98.551433
3081,102 Pardo Cir,78228-5025,29.460866,-98.552267
3082,1500 Wheatley Ave,45405-3349,39.784231,-84.213142
3083,917 French Place W,78212-3647,29.450082,-98.505192
3084,8000 Midcrown Dr,78218-2311,29.50778,-98.38087
3085,10306 Mary Knoll Dr,78230,29.534432,-98.537197
3086,258 Stonewall Ave,78214-3547,29.373531,-98.501599
3087,1500 Lockhill-Selma Rd,78213,29.532749,-98.517473
3088,7800 Micron Dr,78251-2432,29.46018,-98.648186
3089,8531 Presa St S,78223-3511,29.337798,-98.45484
3090,25805 Turquoise Sky,78261,29.683661,-98.434328
3091,6300 West Ave,72131-9295,35.379147,-92.222946
3092,1602 Jackson Keller,78213-3230,29.5106,-98.519388
3093,3461 Fredericksburg Rd,78201-3850,29.475637,-98.537168
3094,7077 San Pedro Ave,78216-6209,29.51105,-98.499258
3095,12615 Judson Rd,78233-4104,29.554408,-98.356751
3096,5410 Havencrest Dr,78242-1318,29.365975,-98.60152
3097,1906 Odessa Dr,78220-4720,29.404027,-98.401015
3098,105 Dillon Walk,78208,29.436259,-98.447823
3099,107 Shady Rill,78213-3046,29.509025,-98.527402
3100,111 Loop 410 Nw,78216-5307,29.520851,-98.494417
3101,1323 Mira Vista,78228-4320,29.451491,-98.599063
3102,510 Brookview Dr,36110-1206,32.424776,-86.293232
3103,147 Knollwood Dr,25302-4216,38.383675,-81.602651
3104,10619 Ih 35 N,78233-6627,29.535625,-98.387239
3105,8231 Marbach Rd,78227-1652,29.417839,-98.653932
3106,1323 Mira Vista,78228-4320,29.451491,-98.599063
3107,25026 Estancia Circle,78260-4346,29.674786,-98.494258
3108,2501 St Marys N,N0K,43.564442,-80.91721
3109,2011 Dollarhide,78223-3201,29.366579,-98.437626
3110,147 Bluffside,87031-7942,34.800647,-106.756949
3111,2406 Darwin,92620-2522,33.712978,-117.764158
3112,427 Endicott,78214-2429,29.35945,-98.501824
3113,300 Merrimac,92620-2538,33.717065,-117.766229
3114,16111 Nacogdoches Rd,78247-1002,29.586999,-98.360073
3115,3334 Bercy Court,78251-4731,29.469238,-98.671067
3116,402 Stratford Ct,37615-6235,36.421426,-82.470524
3117,3635 Candleglenn,78244-2100,29.457462,-98.368023
3118,800 Ware Blvd,78214-2918,29.348885,-98.487644
3119,10914 Auldine Dr,78230-4312,29.539914,-98.532599
3120,3250 Tpc Pkwy,78261-2871,29.661619,-98.432205
3121,900 Breeden,,37.925301,-82.266098
3122,16500 State Hwy 16,66066-4106,39.201438,-95.271726
3123,6500 Blanco Rd,78216-6614,29.51535,-98.506801
3124,1333 Thorain,78201-2925,29.481746,-98.517
3125,7100 Seidel,54220-9682,44.184002,-87.751198
3126,1333 Thorain,78201-2925,29.481746,-98.517
3127,3603 Bob Billa,78639,30.668972,-98.453495
3128,1100 Canario,78207,29.417091,-98.531491
3129,1300 Callaghan Rd,78228-4309,29.448931,-98.602676
3130,1114 Onslow,78202,29.428554,-98.443861
3131,221 Nunes St,78225-1532,29.389672,-98.518688
3132,12710 Nacogdoches Rd,78217-1947,29.555935,-98.400271
3133,506 Brookview Dr,14617-4315,43.203879,-77.599807
3134,3845 Loop 1604 Se,78264-9595,29.219336,-98.420292
3135,8961 Tesoro Dr,78217-6209,29.521151,-98.45715
3136,100 San Angelo,78212-1153,29.486235,-98.499277
3137,2 Hearthwood,78248-1617,29.591868,-98.537815
3138,21302 Encino Commons,78259-2719,29.641313,-98.450497
3139,17253 Applewhite Rd,78264,29.248921,-98.549074
3140,7322 Painter Way,78240-3978,29.507185,-98.596048
3141,8038 Wurzbach Rd,78229-3800,29.51453,-98.577445
3142,2947 Ashby Place W,78228-5323,29.452217,-98.541606
3143,680 Basse Rd E,78209-7431,29.498033,-98.475379
3144,800 Loop 410 Nw,78216-5616,29.520164,-98.505595
3145,8038 Wurzbach Rd,78229-3800,29.51453,-98.577445
3146,5000 Walzem Rd,78218-2117,29.510174,-98.392807
3147,1400 Gardina,78201-3300,29.478892,-98.538456
3148,727 Loop 410 Nw,78216-5603,29.520921,-98.504826
3149,100 San Angelo ,78212-1153,29.486235,-98.499277
3150,1530 Rigsby Ave,78210-3751,29.398056,-98.443968
3151,200 Overbrook,92620-2169,33.706048,-117.744827
3152,8150 Cross Crk,46123-6879,39.794883,-86.383248
3153,2823 Bandbury Oak,78247-3484,29.574193,-98.443796
3154,6108 Macdona,78221-1012,29.366182,-98.518581
3155,10400 Northampton,30542-3082,34.198909,-83.851137
3156,600 Mourning Dove,78641-2714,30.638082,-97.875594
3157,5901 Little Brandywine,78233-5125,29.557679,-98.372453
3158,13202 Scarsdale,78217-1743,29.561513,-98.411593
3159,10334 Oasis,84738-5096,37.157675,-113.667173
3160,1403 Melissa Sue,78228-4317,29.451393,-98.599899
3161,5455 Rowley,78240-4719,29.504415,-98.594235
3162,500 Refugio,78210-1029,29.412849,-98.482322
3163,5433 Randolph Blvd,78233-6212,29.530361,-98.382541
3164,519 Mcilvaine,78212-1816,29.473316,-98.501251
3165,8402 Star Creek,75034-5136,33.119515,-96.828514
3166,1800 Grand Stand,55418,45.006231,-93.270096
3167,13136 Los Espanada,78233-5805,29.55918,-98.394961
3168,1515 Mission Rd,30120-5621,34.164861,-84.908582
3169,2802 Lasses,78223-3730,29.355669,-98.446927
3170,4570 Lark,29575-5073,33.592396,-78.985108
3171,3710 Neer Ave,78213-4522,29.489113,-98.520517
3172,5000 Ayrshire,06416-2703,41.62872,-72.641759
3173,2602 Leslie Nicole,78237-4467,29.399905,-98.550066
3174,1743 General Mcmullen S,78237-4424,29.399977,-98.557639
3175,6000 Ih 10 E,78219,29.441275,-98.371764
3176,1300 General Mcmullen N,78228-5207,29.452097,-98.55124
3177,101 Lindell Place,78212-3109,29.4515,-98.482237
3178,2383 Loop 410 Ne,78217-5602,29.516318,-98.420186
3179,7407 Elderberry,48130-9819,42.382956,-83.894872
3180,7019 Baywater,78229-5047,29.498328,-98.57736
3181,12500 John Barry,N5P,42.776089,-81.03397
3182,215 Broadview W,19335-3603,39.980654,-75.724487
